drug,pathway,Rxn_per_pathway
Silybin_removed_unused_genes,"Blood group synthesis",0
Silybin_removed_unused_genes,"Butanoate metabolism",0.333333333333333
Silybin_removed_unused_genes,"C5-branched dibasic acid metabolism",0.5
Silybin_removed_unused_genes,"Cholesterol metabolism",0.590909090909091
Silybin_removed_unused_genes,"Chondroitin sulfate degradation",0
Silybin_removed_unused_genes,"Chondroitin synthesis",0
Silybin_removed_unused_genes,"Citric acid cycle",0.55
Silybin_removed_unused_genes,"CoA catabolism",0
Silybin_removed_unused_genes,"CoA synthesis",0.0714285714285714
Silybin_removed_unused_genes,"Cytochrome metabolism",0
Silybin_removed_unused_genes,"D-alanine metabolism",0.333333333333333
Silybin_removed_unused_genes,"Dietary fiber binding",0
Silybin_removed_unused_genes,"Drug metabolism",0.075043630017452
Silybin_removed_unused_genes,"Eicosanoid metabolism",0.139784946236559
Silybin_removed_unused_genes,"Exchange/demand reaction",0.0693900391717963
Silybin_removed_unused_genes,"Fatty acid oxidation",0.396462018730489
Silybin_removed_unused_genes,"Fatty acid synthesis",0.832635983263598
Silybin_removed_unused_genes,"Folate metabolism",0.542372881355932
Silybin_removed_unused_genes,"Fructose and mannose metabolism",0.434782608695652
Silybin_removed_unused_genes,"Galactose metabolism",0.214285714285714
Silybin_removed_unused_genes,"Glutamate metabolism",0.4375
Silybin_removed_unused_genes,"Glutathione metabolism",0.5625
Silybin_removed_unused_genes,"Glycerophospholipid metabolism",0.193939393939394
Silybin_removed_unused_genes,"Glycine, serine, alanine, and threonine metabolism",0.25531914893617
Silybin_removed_unused_genes,"Glycolysis/gluconeogenesis",0.642857142857143
Silybin_removed_unused_genes,"Glycosphingolipid metabolism",0.183098591549296
Silybin_removed_unused_genes,"Glyoxylate and dicarboxylate metabolism",0.642857142857143
Silybin_removed_unused_genes,"Heme degradation",0.5
Silybin_removed_unused_genes,"Heme synthesis",0.473684210526316
Silybin_removed_unused_genes,"Heparan sulfate degradation",0
Silybin_removed_unused_genes,"Hippurate metabolism",0
Silybin_removed_unused_genes,"Histidine metabolism",0.571428571428571
Silybin_removed_unused_genes,"Hyaluronan metabolism",1
Silybin_removed_unused_genes,"Inositol phosphate metabolism",0.261538461538462
Silybin_removed_unused_genes,"Keratan sulfate degradation",0
Silybin_removed_unused_genes,"Keratan sulfate synthesis",0
Silybin_removed_unused_genes,"Leukotriene metabolism",0.125
Silybin_removed_unused_genes,"Limonene and pinene degradation",0
Silybin_removed_unused_genes,"Linoleate metabolism",0.777777777777778
Silybin_removed_unused_genes,"Lipoate metabolism",0
Silybin_removed_unused_genes,"Lysine metabolism",0.451612903225806
Silybin_removed_unused_genes,"Methionine and cysteine metabolism",0.391304347826087
Silybin_removed_unused_genes,"Miscellaneous",0.315789473684211
Silybin_removed_unused_genes,"N-glycan degradation",0
Silybin_removed_unused_genes,"N-glycan metabolism",0.166666666666667
Silybin_removed_unused_genes,"N-glycan synthesis",0.0555555555555556
Silybin_removed_unused_genes,"NAD metabolism",0.185185185185185
Silybin_removed_unused_genes,"Nucleotide interconversion",0.286585365853659
Silybin_removed_unused_genes,"Nucleotide metabolism",0
Silybin_removed_unused_genes,"Nucleotide salvage pathway",0.666666666666667
Silybin_removed_unused_genes,"Nucleotide sugar metabolism",0
Silybin_removed_unused_genes,"O-glycan metabolism",0
Silybin_removed_unused_genes,"Oxidative phosphorylation",0.6
Silybin_removed_unused_genes,"Pentose phosphate pathway",0.390243902439024
Silybin_removed_unused_genes,"Peptide metabolism",0
Silybin_removed_unused_genes,"Phenylalanine metabolism",0.222222222222222
Silybin_removed_unused_genes,"Phosphatidylinositol phosphate metabolism",0.05
Silybin_removed_unused_genes,"Propanoate metabolism",0.8
Silybin_removed_unused_genes,"Protein formation",0
Silybin_removed_unused_genes,"Purine catabolism",0.352941176470588
Silybin_removed_unused_genes,"Purine synthesis",0.8
Silybin_removed_unused_genes,"Pyrimidine catabolism",0.176470588235294
Silybin_removed_unused_genes,"Pyrimidine synthesis",0.523809523809524
Silybin_removed_unused_genes,"Pyruvate metabolism",0.46875
Silybin_removed_unused_genes,"R group synthesis",0.166666666666667
Silybin_removed_unused_genes,"ROS detoxification",0.857142857142857
Silybin_removed_unused_genes,"Sphingolipid metabolism",0.12781954887218
Silybin_removed_unused_genes,"Squalene and cholesterol synthesis",1
Silybin_removed_unused_genes,"Starch and sucrose metabolism",0.0476190476190476
Silybin_removed_unused_genes,"Steroid metabolism",0.211111111111111
Silybin_removed_unused_genes,"Taurine and hypotaurine metabolism",0.25
Silybin_removed_unused_genes,"Tetrahydrobiopterin metabolism",0.277777777777778
Silybin_removed_unused_genes,"Thiamine metabolism",0
Silybin_removed_unused_genes,"Transport, endoplasmic reticular",0.208530805687204
Silybin_removed_unused_genes,"Transport, extracellular",0.0810708898944193
Silybin_removed_unused_genes,"Transport, golgi apparatus",0
Silybin_removed_unused_genes,"Transport, lysosomal",0.285714285714286
Silybin_removed_unused_genes,"Transport, mitochondrial",0.249448123620309
Silybin_removed_unused_genes,"Transport, nuclear",0.253521126760563
Silybin_removed_unused_genes,"Transport, peroxisomal",0.233766233766234
Silybin_removed_unused_genes,"Triacylglycerol synthesis",0.555555555555556
Silybin_removed_unused_genes,"Tryptophan metabolism",0.4
Silybin_removed_unused_genes,"Tyrosine metabolism",0.279569892473118
Silybin_removed_unused_genes,"Ubiquinone synthesis",0
Silybin_removed_unused_genes,"Urea cycle",0.225
Silybin_removed_unused_genes,"Valine, leucine, and isoleucine metabolism",0.377777777777778
Silybin_removed_unused_genes,"Vitamin A metabolism",0
Silybin_removed_unused_genes,"Vitamin B12 metabolism",0
Silybin_removed_unused_genes,"Vitamin B2 metabolism",0.666666666666667
Silybin_removed_unused_genes,"Vitamin B6 metabolism",0
Silybin_removed_unused_genes,"Vitamin C metabolism",0.3
Silybin_removed_unused_genes,"Vitamin D metabolism",0
Silybin_removed_unused_genes,"Vitamin E metabolism",0.4
Silybin_removed_unused_genes,"Xenobiotics metabolism",0
Stachydrine hydrochloride_removed_unused_genes,"Alanine and aspartate metabolism",0.384615384615385
Stachydrine hydrochloride_removed_unused_genes,"Alkaloid synthesis",0
Stachydrine hydrochloride_removed_unused_genes,"Aminosugar metabolism",0.53125
Stachydrine hydrochloride_removed_unused_genes,"Androgen and estrogen synthesis and metabolism",0.423076923076923
Stachydrine hydrochloride_removed_unused_genes,"Arachidonic acid metabolism",0.170731707317073
Stachydrine hydrochloride_removed_unused_genes,"Arginine and proline metabolism",0.325
Stachydrine hydrochloride_removed_unused_genes,"Beta-Alanine metabolism",0.4
Stachydrine hydrochloride_removed_unused_genes,"Bile acid synthesis",0.221621621621622
Stachydrine hydrochloride_removed_unused_genes,"Biotin metabolism",0
Stachydrine hydrochloride_removed_unused_genes,"Blood group synthesis",0
Stachydrine hydrochloride_removed_unused_genes,"Butanoate metabolism",0
Stachydrine hydrochloride_removed_unused_genes,"C5-branched dibasic acid metabolism",0
Stachydrine hydrochloride_removed_unused_genes,"Cholesterol metabolism",0.417355371900826
Stachydrine hydrochloride_removed_unused_genes,"Chondroitin sulfate degradation",0.568181818181818
Stachydrine hydrochloride_removed_unused_genes,"Chondroitin synthesis",0.8
Stachydrine hydrochloride_removed_unused_genes,"Citric acid cycle",0.6
Stachydrine hydrochloride_removed_unused_genes,"CoA catabolism",0
Stachydrine hydrochloride_removed_unused_genes,"CoA synthesis",0.0714285714285714
Stachydrine hydrochloride_removed_unused_genes,"Cytochrome metabolism",0
Stachydrine hydrochloride_removed_unused_genes,"D-alanine metabolism",0.333333333333333
Stachydrine hydrochloride_removed_unused_genes,"Dietary fiber binding",0
Stachydrine hydrochloride_removed_unused_genes,"Drug metabolism",0.075043630017452
Stachydrine hydrochloride_removed_unused_genes,"Eicosanoid metabolism",0.10752688172043
Stachydrine hydrochloride_removed_unused_genes,"Exchange/demand reaction",0.0609960828203693
Stachydrine hydrochloride_removed_unused_genes,"Fatty acid oxidation",0.340270551508845
Stachydrine hydrochloride_removed_unused_genes,"Fatty acid synthesis",0.832635983263598
Stachydrine hydrochloride_removed_unused_genes,"Folate metabolism",0.542372881355932
Stachydrine hydrochloride_removed_unused_genes,"Fructose and mannose metabolism",0.478260869565217
Stachydrine hydrochloride_removed_unused_genes,"Galactose metabolism",0.142857142857143
Stachydrine hydrochloride_removed_unused_genes,"Glutamate metabolism",0.3125
Stachydrine hydrochloride_removed_unused_genes,"Glutathione metabolism",0.625
Stachydrine hydrochloride_removed_unused_genes,"Glycerophospholipid metabolism",0.193939393939394
Stachydrine hydrochloride_removed_unused_genes,"Glycine, serine, alanine, and threonine metabolism",0.340425531914894
Stachydrine hydrochloride_removed_unused_genes,"Glycolysis/gluconeogenesis",0.5
Stachydrine hydrochloride_removed_unused_genes,"Glycosphingolipid metabolism",0.267605633802817
Stachydrine hydrochloride_removed_unused_genes,"Glyoxylate and dicarboxylate metabolism",0.571428571428571
Stachydrine hydrochloride_removed_unused_genes,"Heme degradation",0.75
Stachydrine hydrochloride_removed_unused_genes,"Heme synthesis",0.473684210526316
Stachydrine hydrochloride_removed_unused_genes,"Heparan sulfate degradation",0
Stachydrine hydrochloride_removed_unused_genes,"Hippurate metabolism",0
Stachydrine hydrochloride_removed_unused_genes,"Histidine metabolism",0.571428571428571
Stachydrine hydrochloride_removed_unused_genes,"Hyaluronan metabolism",1
Stachydrine hydrochloride_removed_unused_genes,"Inositol phosphate metabolism",0.246153846153846
Stachydrine hydrochloride_removed_unused_genes,"Keratan sulfate degradation",0.0394736842105263
Stachydrine hydrochloride_removed_unused_genes,"Keratan sulfate synthesis",0
Stachydrine hydrochloride_removed_unused_genes,"Leukotriene metabolism",0.125
Stachydrine hydrochloride_removed_unused_genes,"Limonene and pinene degradation",0
Stachydrine hydrochloride_removed_unused_genes,"Linoleate metabolism",0.777777777777778
Stachydrine hydrochloride_removed_unused_genes,"Lipoate metabolism",0
Stachydrine hydrochloride_removed_unused_genes,"Lysine metabolism",0.387096774193548
Stachydrine hydrochloride_removed_unused_genes,"Methionine and cysteine metabolism",0.391304347826087
Stachydrine hydrochloride_removed_unused_genes,"Miscellaneous",0.296052631578947
Stachydrine hydrochloride_removed_unused_genes,"N-glycan degradation",0
Stachydrine hydrochloride_removed_unused_genes,"N-glycan metabolism",0.166666666666667
Stachydrine hydrochloride_removed_unused_genes,"N-glycan synthesis",0.0555555555555556
Stachydrine hydrochloride_removed_unused_genes,"NAD metabolism",0.222222222222222
Stachydrine hydrochloride_removed_unused_genes,"Nucleotide interconversion",0.524390243902439
Stachydrine hydrochloride_removed_unused_genes,"Nucleotide metabolism",0
Stachydrine hydrochloride_removed_unused_genes,"Nucleotide salvage pathway",0.666666666666667
Stachydrine hydrochloride_removed_unused_genes,"Nucleotide sugar metabolism",0
Stachydrine hydrochloride_removed_unused_genes,"O-glycan metabolism",0.166666666666667
Stachydrine hydrochloride_removed_unused_genes,"Oxidative phosphorylation",0.7
Stachydrine hydrochloride_removed_unused_genes,"Pentose phosphate pathway",0.195121951219512
Stachydrine hydrochloride_removed_unused_genes,"Peptide metabolism",0
Stachydrine hydrochloride_removed_unused_genes,"Phenylalanine metabolism",0.25
Stachydrine hydrochloride_removed_unused_genes,"Phosphatidylinositol phosphate metabolism",0.05
Stachydrine hydrochloride_removed_unused_genes,"Propanoate metabolism",0.733333333333333
Stachydrine hydrochloride_removed_unused_genes,"Protein formation",0
Stachydrine hydrochloride_removed_unused_genes,"Purine catabolism",0.323529411764706
Stachydrine hydrochloride_removed_unused_genes,"Purine synthesis",0.733333333333333
Stachydrine hydrochloride_removed_unused_genes,"Pyrimidine catabolism",0.235294117647059
Stachydrine hydrochloride_removed_unused_genes,"Pyrimidine synthesis",0.380952380952381
Stachydrine hydrochloride_removed_unused_genes,"Pyruvate metabolism",0.40625
Stachydrine hydrochloride_removed_unused_genes,"R group synthesis",0.166666666666667
Stachydrine hydrochloride_removed_unused_genes,"ROS detoxification",0.857142857142857
Stachydrine hydrochloride_removed_unused_genes,"Sphingolipid metabolism",0.180451127819549
Stachydrine hydrochloride_removed_unused_genes,"Squalene and cholesterol synthesis",0.2
Stachydrine hydrochloride_removed_unused_genes,"Starch and sucrose metabolism",0.0476190476190476
Stachydrine hydrochloride_removed_unused_genes,"Steroid metabolism",0.177777777777778
Stachydrine hydrochloride_removed_unused_genes,"Taurine and hypotaurine metabolism",0
Stachydrine hydrochloride_removed_unused_genes,"Tetrahydrobiopterin metabolism",0.166666666666667
Stachydrine hydrochloride_removed_unused_genes,"Thiamine metabolism",0
Stachydrine hydrochloride_removed_unused_genes,"Transport, endoplasmic reticular",0.218009478672986
Stachydrine hydrochloride_removed_unused_genes,"Transport, extracellular",0.0501508295625943
Stachydrine hydrochloride_removed_unused_genes,"Transport, golgi apparatus",0.173469387755102
Stachydrine hydrochloride_removed_unused_genes,"Transport, lysosomal",0.361904761904762
Stachydrine hydrochloride_removed_unused_genes,"Transport, mitochondrial",0.249448123620309
Stachydrine hydrochloride_removed_unused_genes,"Transport, nuclear",0.23943661971831
Stachydrine hydrochloride_removed_unused_genes,"Transport, peroxisomal",0.227272727272727
Stachydrine hydrochloride_removed_unused_genes,"Triacylglycerol synthesis",0.555555555555556
Stachydrine hydrochloride_removed_unused_genes,"Tryptophan metabolism",0.311111111111111
Stachydrine hydrochloride_removed_unused_genes,"Tyrosine metabolism",0.301075268817204
Stachydrine hydrochloride_removed_unused_genes,"Ubiquinone synthesis",0
Stachydrine hydrochloride_removed_unused_genes,"Urea cycle",0.25
Stachydrine hydrochloride_removed_unused_genes,"Valine, leucine, and isoleucine metabolism",0.311111111111111
Stachydrine hydrochloride_removed_unused_genes,"Vitamin A metabolism",0
Stachydrine hydrochloride_removed_unused_genes,"Vitamin B12 metabolism",0
Stachydrine hydrochloride_removed_unused_genes,"Vitamin B2 metabolism",0.222222222222222
Stachydrine hydrochloride_removed_unused_genes,"Vitamin B6 metabolism",0
Stachydrine hydrochloride_removed_unused_genes,"Vitamin C metabolism",0.3
Stachydrine hydrochloride_removed_unused_genes,"Vitamin D metabolism",0
Stachydrine hydrochloride_removed_unused_genes,"Vitamin E metabolism",0.4
Stachydrine hydrochloride_removed_unused_genes,"Xenobiotics metabolism",0
Strychnine_removed_unused_genes,"Alanine and aspartate metabolism",0.384615384615385
Strychnine_removed_unused_genes,"Alkaloid synthesis",0
Strychnine_removed_unused_genes,"Aminosugar metabolism",0.4375
Strychnine_removed_unused_genes,"Androgen and estrogen synthesis and metabolism",0.384615384615385
Strychnine_removed_unused_genes,"Arachidonic acid metabolism",0.170731707317073
Strychnine_removed_unused_genes,"Arginine and proline metabolism",0.325
Strychnine_removed_unused_genes,"Beta-Alanine metabolism",0.4
Strychnine_removed_unused_genes,"Bile acid synthesis",0.227027027027027
Strychnine_removed_unused_genes,"Biotin metabolism",0
Strychnine_removed_unused_genes,"Blood group synthesis",0
Strychnine_removed_unused_genes,"Butanoate metabolism",0
Strychnine_removed_unused_genes,"C5-branched dibasic acid metabolism",0.5
Strychnine_removed_unused_genes,"Cholesterol metabolism",0.429752066115702
Strychnine_removed_unused_genes,"Chondroitin sulfate degradation",0
Strychnine_removed_unused_genes,"Chondroitin synthesis",0
Strychnine_removed_unused_genes,"Citric acid cycle",0.6
